paper,jel
"w30201","J16"
"w30201","N4"
"w30201","N41"
"w30201","H75"
"w30201","K14"
"w30201","J18"
"w30201","K38"
"w30201","J1"
"w30201","N31"
"w30201","J13"
"w30202","I1"
"w30203","J50"
"w30203","J30"
"w30203","G34"
"w30204","J6"
"w30204","N30"
"w30204","F22"
"w30204","N32"
"w30204","N34"
"w30205","G52"
"w30205","G51"
"w30205","G53"
"w30206","I14"
"w30206","H77"
"w30206","H75"
"w30207","C36"
"w30207","C32"
"w30208","I22"
"w30208","I28"
"w30208","I21"
"w30208","I23"
"w30209","K42"
"w30209","L82"
"w30209","K14"
"w3021","J"
"w3021","824"
"w3021","826"
"w30210","E32"
"w30210","G12"
"w30210","E44"
"w30210","E52"
"w30210","G1"
"w30211","J63"
"w30211","E52"
"w30211","E24"
"w30211","E32"
"w30211","J64"
"w30211","E61"
"w30212","I21"
"w30212","I24"
"w30213","D02"
"w30213","O35"
"w30213","H23"
"w30213","H10"
"w30214","L38"
"w30214","I13"
"w30214","H0"
"w30215","Z00"
"w30215","C91"
"w30215","D82"
"w30216","E6"
"w30216","G15"
"w30216","D44"
"w30216","F34"
"w30217","C45"
"w30217","C1"
"w30217","G1"
"w30218","D04"
"w30218","D82"
"w30218","C72"
"w30218","H26"
"w30219","C57"
"w30219","L4"
"w30219","C72"
"w30219","D44"
"w30219","H57"
"w3022","C"
"w3022","521"
"w3022","G"
"w3022","226"
"w30220","L5"
"w30220","I23"
"w30220","D02"
"w30221","O10"
"w30221","I15"
"w30222","G12"
"w30222","G15"
"w30222","G2"
"w30222","F3"
"w30223","F12"
"w30223","F13"
"w30224","M53"
"w30224","J24"
"w30224","L2"
"w30224","M5"
"w30225","F13"
"w30225","F12"
"w30225","F1"
"w30226","G21"
"w30226","N21"
"w30226","G28"
"w30226","N41"
"w30227","I24"
"w30227","I21"
"w30227","J16"
"w30227","J15"
"w30228","I1"
"w30228","L15"
"w30228","L8"
"w30228","I11"
"w30228","L88"
"w30229","H2"
"w30229","E01"
"w30229","J3"
"w30229","H5"
"w3023","411"
"w3023","F"
"w30230","D24"
"w30230","N57"
"w30230","G34"
"w30230","O16"
"w30230","O12"
"w30230","L25"
"w30230","G32"
"w30231","I13"
"w30231","D43"
"w30231","I11"
"w30231","D71"
"w30231","L14"
"w30232","I26"
"w30232","J61"
"w30232","J31"
"w30233","H7"
"w30233","K32"
"w30233","D22"
"w30233","Q56"
"w30233","Q53"
"w30234","G23"
"w30234","G12"
"w30234","G11"
"w30235","H81"
"w30235","G28"
"w30235","G5"
"w30235","G20"
"w30235","G21"
"w30235","D6"
"w30236","J71"
"w30237","I0"
"w30237","J10"
"w30238","H23"
"w30238","H87"
"w30238","Q54"
"w30239","J38"
"w30239","J23"
"w30239","J08"
"w30240","E00"
"w30240","F10"
"w30241","G12"
"w30241","E44"
"w30242","H32"
"w30242","H26"
"w30242","H25"
"w30243","C81"
"w30243","D9"
"w30243","D81"
"w30243","D03"
"w30243","C9"
"w30244","Q54"
"w30244","F18"
"w30244","H23"
"w30245","L66"
"w30245","I12"
"w30245","I18"
"w30245","D12"
"w30246","H24"
"w30246","H25"
"w30246","H32"
"w30246","E62"
"w30246","E23"
"w30246","H31"
"w30246","O32"
"w30247","E0"
"w30247","E17"
"w30247","C0"
"w30247","C53"
"w30247","B23"
"w30248","K36"
"w30248","I12"
"w30249","G41"
"w30249","G51"
"w30249","L26"
"w30249","M13"
"w3025","322"
"w3025","E"
"w3025","114"
"w30250","Q54"
"w30250","R13"
"w30250","R11"
"w30250","Q56"
"w30250","F64"
"w30251","N12"
"w30251","N11"
"w30251","O15"
"w30252","J65"
"w30252","J7"
"w30253","E44"
"w30253","F32"
"w30253","G15"
"w30254","H51"
"w30254","I13"
"w30255","I12"
"w30256","E41"
"w30256","G23"
"w30256","F31"
"w30256","G01"
"w30256","F32"
"w30256","G12"
"w30257","L0"
"w30257","I20"
"w30258","D73"
"w30258","D23"
"w30258","O1"
"w30259","N9"
"w30259","O1"
"w30259","Z1"
"w30259","Z10"
"w3026","J"
"w3026","824"
"w3026","825"
"w30260","E31"
"w30260","E03"
"w30261","G11"
"w30261","G51"
"w30262","D01"
"w30262","D03"
"w30263","Q58"
"w30263","L94"
"w30263","Q52"
"w30263","Q54"
"w30264","E31"
"w30264","E52"
"w30265","Q54"
"w30265","P48"
"w30265","D78"
"w30265","H23"
"w30265","Q58"
"w30266","H32"
"w30266","J30"
"w30267","E22"
"w30267","O4"
"w30267","E24"
"w30268","P16"
"w30268","N0"
"w30269","I14"
"w30269","J1"
"w30269","I15"
"w30269","I1"
"w3027","F"
"w3027","431"
"w30270","G01"
"w30270","E44"
"w30270","O16"
"w30270","L14"
"w30270","D14"
"w30271","O52"
"w30271","L41"
"w30271","O53"
"w30272","O11"
"w30272","O14"
"w30272","O47"
"w30272","O53"
"w30273","M0"
"w30273","D0"
"w30273","I0"
"w30274","J24"
"w30274","I26"
"w30274","I20"
"w30275","I23"
"w30275","I22"
"w30276","F0"
"w30276","O0"
"w30276","B4"
"w30276","C1"
"w30276","R0"
"w30277","E58"
"w30277","D84"
"w30277","D12"
"w30277","G53"
"w30277","E52"
"w30278","M37"
"w30278","L82"
"w30278","L10"
"w30279","F18"
"w30279","D58"
"w30279","Q54"
"w30279","R14"
"w30279","Q17"
"w3028","111"
"w3028","023"
"w3028","E"
"w30280","Q54"
"w30280","G10"
"w30280","G14"
"w30281","F31"
"w30281","F44"
"w30281","F33"
"w30282","Q54"
"w30282","Q5"
"w30282","Q4"
"w30282","I1"
"w30283","H87"
"w30283","L51"
"w30283","D82"
"w30283","Q54"
"w30283","H2"
"w30283","K32"
"w30284","I10"
"w30284","H56"
"w30284","I18"
"w30284","I12"
"w30285","H25"
"w30285","I18"
"w30285","L26"
"w30286","I18"
"w30286","I12"
"w30287","J14"
"w30287","J78"
"w30287","J7"
"w30287","J6"
"w30288","E7"
"w30288","E30"
"w30288","E2"
"w30289","O12"
"w30289","G21"
"w3029","J"
"w3029","822"
"w30290","Q15"
"w30290","Q1"
"w30290","N5"
"w30291","C52"
"w30291","C93"
"w30291","C26"
"w30292","J0"
"w30293","J24"
"w30293","O3"
"w30293","J3"
"w30294","J42"
"w30294","E24"
"w30294","E6"
"w30295","F10"
"w30295","F50"
"w30295","N7"
"w30296","F02"
"w30296","L0"
"w30296","G00"
"w30296","P0"
"w30296","G0"
"w30296","A13"
"w30296","A14"
"w30296","A1"
"w30296","A0"
"w30296","A11"
"w30296","F0"
"w30296","O0"
"w30297","Q52"
"w30297","Q48"
"w30297","L13"
"w30298","R1"
"w30298","O1"
"w30298","J6"
"w30299","H75"
"w30299","I18"
"w30299","I13"
"w3030","824"
"w3030","J"
"w30300","F13"
"w30300","O25"
"w30301","J65"
"w30301","J64"
"w30301","J31"
"w30302","C31"
"w30302","C21"
"w30302","C14"
"w30303","H75"
"w30303","I23"
"w30303","I18"
"w30304","I12"
"w30304","I28"
"w30304","H23"
"w30304","I24"
"w30304","I18"
"w30305","G14"
"w30305","G17"
"w30305","E17"
"w30306","L96"
"w30306","D72"
"w30306","H72"
"w30306","L86"
"w30307","I38"
"w30307","H53"
"w30307","D91"
"w30308","I20"
"w30308","D47"
"w30309","H84"
"w30309","O12"
"w30309","H51"
"w3031","J"
"w3031","824"
"w30310","I21"
"w30310","J08"
"w30310","J41"
"w30310","D23"
"w30310","J24"
"w30311","J0"
"w30311","E24"
"w30311","J42"
"w30311","J23"
"w30311","J31"
"w30312","Q58"
"w30312","Q53"
"w30313","R0"
"w30314","J0"
"w30314","R0"
"w30315","E24"
"w30315","J18"
"w30315","E71"
"w30315","H3"
"w30315","E62"
"w30315","J65"
"w30315","G5"
"w30315","E32"
"w30315","E21"
"w30316","J13"
"w30316","I18"
"w30317","F41"
"w30317","F62"
"w30317","E31"
"w30318","E0"
"w30318","F0"
"w30318","F13"
"w30319","G15"
"w30319","F31"
"w3032","321"
"w3032","324"
"w3032","E"
"w30320","O31"
"w30320","I23"
"w30320","O38"
"w30320","O33"
"w30321","H21"
"w30321","H23"
"w30321","Q4"
"w30321","Q38"
"w30321","H2"
"w30322","E24"
"w30322","J20"
"w30322","J30"
"w30322","J60"
"w30323","J31"
"w30323","J16"
"w30323","J01"
"w30324","G10"
"w30324","G20"
"w30324","P34"
"w30324","G30"
"w30324","O17"
"w30324","O16"
"w30324","O33"
"w30325","I11"
"w30325","L15"
"w30325","L11"
"w30326","P16"
"w30326","K21"
"w30326","L40"
"w30327","J46"
"w30327","J4"
"w30327","J24"
"w30328","E61"
"w30328","E42"
"w30328","E65"
"w30328","E58"
"w30328","E63"
"w30328","E52"
"w30328","E62"
"w30329","E12"
"w30329","E52"
"w3033","630"
"w3033","L"
"w3033","E"
"w3033","131"
"w30330","I3"
"w30330","O1"
"w30330","I15"
"w30331","I23"
"w30331","I26"
"w30331","J30"
"w30332","J23"
"w30332","Q52"
"w30333","D03"
"w30333","D90"
"w30334","D03"
"w30334","D9"
"w30334","D45"
"w30334","D01"
"w30334","D02"
"w30334","D91"
"w30335","F16"
"w30335","F11"
"w30335","F14"
"w30335","F10"
"w30335","F12"
"w30335","F13"
"w30335","F1"
"w30335","F19"
"w30335","F15"
"w30336","E0"
"w30336","F2"
"w30336","F3"
"w30337","E30"
"w30337","E4"
"w30338","Q54"
"w30338","R13"
"w30338","H23"
"w30339","H43"
"w30339","D61"
"w30339","H12"
"w30339","I18"
"w3034","131"
"w3034","620"
"w3034","L"
"w3034","E"
"w30340","G21"
"w30340","G28"
"w30341","J30"
"w30341","J24"
"w30341","I21"
"w30341","J6"
"w30342","J30"
"w30342","J24"
"w30343","Q42"
"w30343","O38"
"w30343","Q55"
"w30343","J24"
"w30343","O31"
"w30344","J15"
"w30345","I1"
"w30345","O3"
"w30345","O33"
"w30346","D03"
"w30346","D90"
"w30347","C70"
"w30347","L13"
"w30347","D60"
"w30347","L93"
"w30347","D22"
"w30347","D21"
"w30347","D43"
"w30347","C73"
"w30348","H0"
"w30348","Q0"
"w30349","D03"
"w30349","L23"
"w3035","J"
"w3035","821"
"w30350","G50"
"w30350","D15"
"w30350","H31"
"w30350","H55"
"w30350","D14"
"w30350","I38"
"w30350","D31"
"w30350","D63"
"w30350","J26"
"w30350","J24"
"w30351","L81"
"w30351","D12"
"w30351","D44"
"w30352","H71"
"w30352","D72"
"w30352","H20"
"w30353","D01"
"w30353","D84"
"w30354","O32"
"w30354","O31"
"w30354","O33"
"w30354","O34"
"w30355","J14"
"w30355","J7"
"w30356","D9"
"w30356","E03"
"w30356","E44"
"w30356","G02"
"w30357","E37"
"w30357","E31"
"w30357","E52"
"w30358","E61"
"w30358","E32"
"w30359","D12"
"w30359","D03"
"w30359","Q48"
"w30359","Q50"
"w3036","313"
"w3036","311"
"w3036","E"
"w30360","D22"
"w30361","C55"
"w30361","D81"
"w30361","E22"
"w30361","Q58"
"w30362","L24"
"w30362","O31"
"w30362","O34"
"w30362","L26"
"w30362","M13"
"w30362","O32"
"w30363","O12"
"w30363","Z10"
"w30364","I2"
"w30364","J24"
"w30365","J42"
"w30365","L13"
"w30366","G17"
"w30366","C58"
"w30366","C53"
"w30366","G14"
"w30366","G12"
"w30366","C45"
"w30367","J16"
"w30368","N32"
"w30368","J15"
"w30368","N31"
"w30369","D81"
"w30369","D12"
"w30369","O16"
"w30369","G21"
"w3037","313"
"w3037","E"
"w3037","311"
"w30370","I28"
"w30370","I21"
"w30370","H75"
"w30370","I24"
"w30371","I32"
"w30371","H2"
"w30371","C42"
"w30371","C81"
"w30371","I38"
"w30371","J20"
"w30372","O12"
"w30372","D9"
"w30372","J31"
"w30372","O57"
"w30373","J13"
"w30373","H31"
"w30373","J24"
"w30373","I3"
"w30373","H24"
"w30373","J62"
"w30373","I21"
"w30373","I38"
"w30373","I2"
"w30373","H02"
"w30374","D79"
"w30374","C93"
"w30374","C9"
"w30374","I2"
"w30374","J3"
"w30375","B49"
"w30375","I10"
"w30375","C93"
"w30376","O34"
"w30376","G11"
"w30376","G31"
"w30376","E22"
"w30376","E01"
"w30377","H0"
"w30377","J0"
"w30377","E0"
"w30378","D03"
"w30378","D9"
"w30378","D91"
"w30378","D83"
"w30379","J13"
"w30379","H31"
"w30379","D13"
"w30379","I30"
"w30379","J22"
"w30379","J18"
"w3038","323"
"w3038","E"
"w3038","321"
"w30380","I14"
"w30380","J15"
"w30380","I10"
"w30381","J15"
"w30381","Z10"
"w30381","F22"
"w30382","I32"
"w30382","R38"
"w30382","I30"
"w30382","J01"
"w30382","R0"
"w30382","R28"
"w30382","H0"
"w30383","D04"
"w30383","G40"
"w30383","G00"
"w30383","D15"
"w30383","D14"
"w30383","G11"
"w30384","N32"
"w30384","N31"
"w30384","J61"
"w30384","O15"
"w30385","J12"
"w30385","K14"
"w30385","J13"
"w30385","J0"
"w30386","D63"
"w30386","I22"
"w30386","D31"
"w30386","I24"
"w30387","J23"
"w30387","E24"
"w30387","E32"
"w30387","J21"
"w30387","J26"
"w30388","D60"
"w30388","L86"
"w30388","J44"
"w30388","L51"
"w30389","J24"
"w30389","J11"
"w30389","E24"
"w30389","J23"
"w3039","E"
"w3039","310"
"w3039","320"
"w30390","I11"
"w30390","H4"
"w30391","O1"
"w30391","I1"
"w30391","I0"
"w30391","I2"
"w30392","O34"
"w30392","L82"
"w30392","H42"
"w30393","H7"
"w30393","D70"
"w30393","P0"
"w30394","F10"
"w30395","G5"
"w30395","D14"
"w30395","G11"
"w30395","G4"
"w30395","D15"
"w30396","H25"
"w30396","D31"
"w30397","J01"
"w30397","J3"
"w30397","E20"
"w30397","D1"
"w30397","J23"
"w30398","C55"
"w30399","L96"
"w30399","L13"
"w30399","L11"
"w30400","J24"
"w30400","N32"
"w30401","O15"
"w30401","I32"
"w30402","O1"
"w30403","G51"
"w30403","G21"
"w30403","O32"
"w30403","O12"
"w30404","I23"
"w30404","I22"
"w30404","I24"
"w30405","I3"
"w30405","J22"
"w30406","F33"
"w30406","F38"
"w30407","I3"
"w30407","J13"
"w30408","J24"
"w30408","I26"
"w30408","J30"
"w30408","I25"
"w30409","E62"
"w30409","E52"
"w30409","E43"
"w3041","226"
"w3041","C"
"w30410","J15"
"w30410","Z13"
"w30410","D61"
"w30410","C72"
"w30411","G41"
"w30411","O12"
"w30411","D25"
"w30412","D31"
"w30412","I24"
"w30412","I30"
"w30413","D73"
"w30413","H20"
"w30413","M50"
"w30413","H11"
"w30414","O10"
"w30414","I0"
"w30414","H0"
"w30415","Q58"
"w30415","Q55"
"w30416","J0"
"w30416","R0"
"w30416","H0"
"w30417","D81"
"w30417","D03"
"w30417","C91"
"w30417","D87"
"w30418","F30"
"w30418","F40"
"w30419","E44"
"w30419","G12"
"w3042","E"
"w3042","323"
"w30420","C8"
"w30420","C0"
"w30421","J20"
"w30421","J24"
"w30421","R12"
"w30421","R23"
"w30422","G15"
"w30422","F41"
"w30422","F30"
"w30422","F31"
"w30422","G10"
"w30423","O13"
"w30423","D83"
"w30423","D9"
"w30423","Q10"
"w30424","H51"
"w30424","I15"
"w30424","J13"
"w30424","Q53"
"w30424","R23"
"w30424","I1"
"w30425","I11"
"w30425","L15"
"w30425","L11"
"w30426","C93"
"w30426","D90"
"w30426","H0"
"w30427","C92"
"w30427","J33"
"w30427","C91"
"w30427","D23"
"w30428","P00"
"w30428","D70"
"w30428","H77"
"w30428","F02"
"w30428","F52"
"w30429","I0"
"w3043","G"
"w3043","520"
"w30430","I21"
"w30431","H7"
"w30431","I2"
"w30431","J6"
"w30432","P48"
"w30432","K0"
"w30432","R11"
"w30433","C93"
"w30433","C91"
"w30433","Q51"
"w30433","O12"
"w30433","D46"
"w30434","D7"
"w30434","C7"
"w30434","D0"
"w30434","C92"
"w30435","I12"
"w30435","J21"
"w30435","J22"
"w30435","J17"
"w30436","K31"
"w30436","N42"
"w30436","J81"
"w30436","N32"
"w30437","J51"
"w30437","J52"
"w30437","J31"
"w30438","O55"
"w30438","J0"
"w30438","H0"
"w30438","O4"
"w30438","O1"
"w30439","O12"
"w30439","C93"
"w30439","C83"
"w3044","F"
"w3044","431"
"w30440","I1"
"w30440","L65"
"w30441","J0"
"w30441","J3"
"w30441","J42"
"w30442","I14"
"w30442","I31"
"w30442","I12"
"w30443","C52"
"w30443","G0"
"w30443","C51"
"w30444","G24"
"w30444","L26"
"w30444","J7"
"w30445","Q54"
"w30445","G32"
"w30445","G12"
"w30446","J20"
"w30446","D22"
"w30446","L23"
"w30446","E24"
"w30447","L11"
"w30447","J42"
"w30447","J31"
"w30447","F12"
"w30447","E1"
"w30447","F1"
"w30448","D43"
"w30448","L53"
"w30448","L65"
"w30448","I18"
"w30448","C43"
"w30448","I11"
"w30448","L11"
"w30449","M50"
"w30449","M51"
"w3045","E"
"w3045","311"
"w30450","F12"
"w30450","F1"
"w30451","J15"
"w30451","N63"
"w30451","F60"
"w30452","F21"
"w30452","F23"
"w30452","F64"
"w30453","F3"
"w30454","R42"
"w30454","J43"
"w30454","R23"
"w30454","O18"
"w30455","O3"
"w30455","F14"
"w30455","F12"
"w30455","F01"
"w30456","J32"
"w30456","J26"
"w30456","Z13"
"w30456","J15"
"w30456","D83"
"w30457","G21"
"w30457","E58"
"w30457","E42"
"w30458","F0"
"w30458","F3"
"w30458","E0"
"w30459","O1"
"w30459","O4"
"w3046","010"
"w30460","E21"
"w30460","J14"
"w30461","I10"
"w30461","C13"
"w30462","Q54"
"w30462","O18"
"w30462","R41"
"w30462","Q53"
"w30463","J62"
"w30463","E24"
"w30463","J24"
"w30463","J11"
"w30464","J21"
"w30464","R12"
"w30464","R31"
"w30464","J61"
"w30465","R3"
"w30465","L81"
"w30465","D01"
"w30466","P16"
"w30466","P48"
"w30466","O10"
"w30467","H50"
"w30467","Q4"
"w30468","E4"
"w30468","E5"
"w30469","Q58"
"w30469","Q4"
"w30469","Q5"
"w30469","Q48"
"w30469","C01"
"w3047","310"
"w3047","311"
"w3047","E"
"w30470","D15"
"w30470","J14"
"w30470","E21"
"w30470","D14"
"w30470","D64"
"w30470","H55"
"w30471","I12"
"w30471","H51"
"w30472","J26"
"w30472","H55"
"w30472","J45"
"w30472","N31"
"w30472","J32"
"w30473","I0"
"w30473","J15"
"w30474","J13"
"w30474","I25"
"w30474","O15"
"w30475","E4"
"w30475","F3"
"w30475","N20"
"w30476","F30"
"w30476","G1"
"w30476","F2"
"w30476","E4"
"w30477","E52"
"w30477","F42"
"w30477","E58"
"w30478","E3"
"w30478","G13"
"w30478","E22"
"w30478","E0"
"w30478","E27"
"w30479","E32"
"w30479","E13"
"w30479","D57"
"w30479","D24"
"w30480","E4"
"w30480","G12"
"w30480","E03"
"w30480","E42"
"w30480","E44"
"w30481","I2"
"w30481","I23"
"w30482","D01"
"w30482","O10"
"w30482","Q4"
"w30483","J0"
"w30484","I38"
"w30484","H53"
"w30484","O15"
"w30485","E32"
"w30485","F44"
"w30485","F42"
"w30485","E52"
"w30486","D83"
"w30486","D64"
"w30486","D82"
"w30486","D03"
"w30486","D23"
"w30486","D91"
"w30487","R31"
"w30487","J15"
"w30487","R23"
"w30488","N3"
"w30488","O10"
"w30489","R11"
"w30489","O1"
"w30490","D31"
"w30490","I24"
"w30490","I22"
"w30490","G51"
"w30490","J15"
"w30491","O14"
"w30491","L11"
"w30492","J22"
"w30492","J31"
"w30492","J24"
"w30493","C83"
"w30493","C18"
"w30493","I18"
"w30494","F44"
"w30494","F41"
"w30495","C93"
"w30495","O11"
"w30495","Q15"
"w30495","O13"
"w30495","O12"
"w30496","F14"
"w30496","F11"
"w30497","L93"
"w30497","L20"
"w30497","L13"
"w30497","L14"
"w30498","E6"
"w30498","H50"
"w30498","H30"
"w30499","C7"
"w30499","D1"
"w30499","D64"
"w30499","C72"
"w30499","C78"
"w3050","023"
"w30500","G34"
"w30500","G32"
"w30501","E63"
"w30501","H63"
"w30502","Q48"
"w30502","Q52"
"w30503","F40"
"w30503","G0"
"w30503","E0"
"w30504","H70"
"w30504","G31"
"w30504","R38"
"w30504","R14"
"w30505","D84"
"w30505","E31"
"w30505","D22"
"w30505","C83"
"w30506","G28"
"w30506","E60"
"w30506","F40"
"w30506","N1"
"w30506","F30"
"w30506","E52"
"w30507","D61"
"w30508","G5"
"w30508","G23"
"w30508","G40"
"w30508","G51"
"w30509","P5"
"w30509","Z13"
"w30509","J16"
"w30509","D13"
"w30509","N47"
"w3051","023"
"w30510","J15"
"w30510","J16"
"w30510","O30"
"w30511","Z1"
"w30511","P50"
"w30511","N01"
"w30511","P0"
"w30512","I0"
"w30513","D1"
"w30513","D83"
"w30514","L12"
"w30514","O55"
"w30514","L41"
"w30515","R12"
"w30515","R11"
"w30515","O33"
"w30515","J3"
"w30516","R13"
"w30516","O41"
"w30516","E20"
"w30517","P0"
"w30517","Z1"
"w30518","E21"
"w30518","E10"
"w30519","R3"
"w30519","G01"
"w30519","F39"
"w3052","531"
"w3052","H"
"w3052","G"
"w3052","913"
"w30520","I21"
"w30520","I20"
"w30520","H10"
"w30520","H30"
"w30520","H0"
"w30521","G24"
"w30521","G15"
"w30521","K22"
"w30521","G14"
"w30521","G38"
"w30521","G18"
"w30521","G21"
"w30521","G01"
"w30521","G28"
"w30522","Q54"
"w30522","N52"
"w30522","N51"
"w30522","N72"
"w30522","N71"
"w30522","Q43"
"w30522","N42"
"w30522","N41"
"w30523","Z1"
"w30523","J61"
"w30523","P16"
"w30524","E24"
"w30524","J24"
"w30524","J31"
"w30525","F15"
"w30525","R15"
"w30525","F14"
"w30525","D57"
"w30525","F60"
"w30525","F13"
"w30526","R33"
"w30526","G17"
"w30526","G10"
"w30526","R00"
"w30527","D9"
"w30527","H0"
"w30527","P20"
"w30527","J0"
"w30528","J23"
"w30528","J31"
"w30528","O33"
"w30529","J13"
"w3053","431"
"w3053","F"
"w30530","E70"
"w30530","C92"
"w30530","E52"
"w30531","I12"
"w30531","J0"
"w30531","I15"
"w30532","J15"
"w30532","L26"
"w30532","J3"
"w30533","I38"
"w30533","H20"
"w30533","J20"
"w30533","I3"
"w30533","I30"
"w30533","I31"
"w30534","J15"
"w30534","J61"
"w30534","J62"
"w30535","Q54"
"w30535","H23"
"w30535","G14"
"w30535","Q58"
"w30535","D82"
"w30536","Q53"
"w30536","Q4"
"w30537","E03"
"w30537","E02"
"w30538","E01"
"w30539","K32"
"w30539","P28"
"w30539","Q52"
"w3054","311"
"w3054","E"
"w3054","023"
"w30540","I14"
"w30540","I15"
"w30541","D72"
"w30541","K16"
"w30542","I11"
"w30543","H31"
"w30543","J15"
"w30543","D31"
"w30544","G38"
"w30544","R42"
"w30544","G32"
"w30544","L32"
"w30544","H54"
"w30545","Q54"
"w30545","Q58"
"w30545","H23"
"w30546","H70"
"w30546","H23"
"w30546","R48"
"w30546","Q58"
"w30547","I10"
"w30547","H41"
"w30547","J45"
"w30547","C93"
"w30547","M50"
"w30547","D90"
"w30548","L51"
"w30548","D82"
"w30548","L71"
"w30549","E31"
"w30549","E01"
"w3055","F"
"w3055","430"
"w30550","I0"
"w30550","I28"
"w30551","G3"
"w30551","R3"
"w30551","R0"
"w30552","H52"
"w30552","O15"
"w30552","I21"
"w30552","I25"
"w30553","I11"
"w30553","I0"
"w30554","E6"
"w30554","H60"
"w30554","E0"
"w30555","F40"
"w30555","E40"
"w30555","E31"
"w30556","J0"
"w30556","O1"
"w30556","E0"
"w30557","G28"
"w30557","G23"
"w30557","G33"
"w30557","O43"
"w30558","F31"
"w30558","G15"
"w30559","I10"
"w30559","Q53"
"w30559","I14"
"w3056","323"
"w3056","E"
"w3056","321"
"w30560","Q42"
"w30560","Q41"
"w30560","L94"
"w30560","L97"
"w30561","G12"
"w30561","G13"
"w30561","G2"
"w30562","C26"
"w30562","Q56"
"w30562","G12"
"w30563","H0"
"w30563","J0"
"w30563","R0"
"w30563","D63"
"w30564","C21"
"w30564","C23"
"w30565","I18"
"w30565","I15"
"w30565","L65"
"w30565","H44"
"w30566","I25"
"w30566","O47"
"w30566","O15"
"w30567","H5"
"w30567","H31"
"w30567","J26"
"w30567","J14"
"w30568","J14"
"w30568","E24"
"w30568","J21"
"w30568","D12"
"w30568","J22"
"w30569","J0"
"w3057","410"
"w3057","F"
"w30570","J38"
"w30570","M52"
"w30570","J31"
"w30570","D83"
"w30571","D60"
"w30571","E61"
"w30572","I14"
"w30572","J0"
"w30573","C10"
"w30573","C01"
"w30573","E0"
"w30573","C11"
"w30574","C31"
"w30574","J31"
"w30574","J24"
"w30575","D91"
"w30575","H5"
"w30575","I14"
"w30576","M14"
"w30576","G38"
"w30576","D63"
"w30576","D72"
"w30576","G34"
"w30577","G15"
"w30577","F3"
"w30577","G11"
"w30577","F32"
"w30578","E0"
"w30579","F16"
"w30579","O15"
"w30579","O1"
"w30579","F1"
"w30579","F10"
"w3058","023"
"w3058","020"
"w30580","I13"
"w30581","Z12"
"w30581","D91"
"w30581","I21"
"w30582","H1"
"w30582","D7"
"w30582","P51"
"w30583","L0"
"w30583","Q40"
"w30583","H40"
"w30584","E2"
"w30584","F62"
"w30584","O10"
"w30585","C7"
"w30585","D20"
"w30585","D83"
"w30586","N52"
"w30586","L11"
"w30586","J42"
"w30586","L13"
"w30587","Q54"
"w30587","Q58"
"w30587","E62"
"w30587","H23"
"w30588","I18"
"w30588","K0"
"w30588","H0"
"w30588","J15"
"w30589","F22"
"w30589","D22"
"w30589","J61"
"w3059","410"
"w3059","F"
"w30590","O4"
"w30590","F1"
"w30590","O3"
"w30591","E0"
"w30592","J3"
"w30592","O11"
"w30592","M11"
"w30592","O4"
"w30593","L43"
"w30593","Q40"
"w30594","L65"
"w30594","D21"
"w30594","G32"
"w30594","G31"
"w30594","G24"
"w30594","G21"
"w30595","I14"
"w30596","E62"
"w30596","D14"
"w30596","E21"
"w30596","G5"
"w30596","H31"
"w30596","D15"
"w30597","F0"
"w30597","G15"
"w30597","G34"
"w30598","F1"
"w30598","R0"
"w30599","I15"
"w30599","I10"
"w30599","N30"
"w3060","F"
"w3060","431"
"w30600","C0"
"w30600","D80"
"w30601","D82"
"w30601","C73"
"w30601","E6"
"w30601","D02"
"w30601","H1"
"w30601","P16"
"w30602","I12"
"w30602","I13"
"w30602","I1"
"w30603","O3"
"w30603","C55"
"w30603","O32"
"w30603","C80"
"w30603","O31"
"w30604","G24"
"w30604","G32"
"w30604","G34"
"w30605","E71"
"w30605","D81"
"w30605","G41"
"w30605","D91"
"w30606","J16"
"w30606","J13"
"w30606","J22"
"w30606","J20"
"w30607","I11"
"w30607","I19"
"w30607","O32"
"w30607","O38"
"w30608","I18"
"w30608","J24"
"w30608","M53"
"w30608","I11"
"w30608","J44"
"w30609","N22"
"w30609","H42"
"w30609","G21"
"w3061","916"
"w3061","022"
"w3061","H"
"w30610","D13"
"w30610","J24"
"w30610","J13"
"w30610","J31"
"w30610","J18"
"w30611","D90"
"w30611","D0"
"w30611","D9"
"w30612","R41"
"w30612","L92"
"w30612","J22"
"w30612","J24"
"w30613","E31"
"w30614","I18"
"w30614","I12"
"w30614","H75"
"w30614","H51"
"w30615","I11"
"w30615","I13"
"w30615","I18"
"w30616","G53"
"w30616","D14"
"w30616","D91"
"w30616","G51"
"w30617","D72"
"w30617","N40"
"w30617","O10"
"w30617","P0"
"w30617","D13"
"w30617","J16"
"w30617","J12"
"w30617","N3"
"w30618","O33"
"w30618","C93"
"w30618","I12"
"w30618","L86"
"w30618","D83"
"w30619","H44"
"w30619","L65"
"w30619","O31"
"w30619","I18"
"w30619","D47"
"w3062","022"
"w3062","H"
"w3062","916"
"w30620","O33"
"w30620","E23"
"w30620","C81"
"w30621","D73"
"w30621","M12"
"w30622","F50"
"w30622","I1"
"w30623","J3"
"w30623","J31"
"w30624","K37"
"w30624","L26"
"w30624","J26"
"w30625","J16"
